tic id,toi,tfopwg disposition,sectors
268403451,1612.01,KP,"18,19,20,25,26,40,47,52,53,59,60,73,74"
157586003,1626.01,KP,"26,40,53,54"
424435940,1627.01,KP,"25,26,40,52,53,54"
284475976,1628.01,KP,"23,26,40,41,53,54,55,56"
310003988,1629.01,KP,"16,23,24,50"
317597583,1630.01,CP,"17,18,19,24,25,52,58,59,78,79,85,86"
201186294,1634.01,CP,18
396562848,1640.01,CP,"18,19,25,26,52,53,59"
376353509,1648.01,CP,"18,19,25,52,59,79"
138168780,1651.01,KP,"19,20,26,40,53,59,60,73,79"
288631580,1659.01,CP,"14,18,19,20,24,25,26,40,41,47,52,53,58,59,60"
428679607,1669.01,CP,"19,20,25,26,52,53,59,60,73,79,86"
441739020,1670.01,CP,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82"
441739020,1670.02,CP,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60,73,74,75,76,77,78,79"
8400842,1676.01,KP,"19,59,73,86"
367366318,1682.01,KP,"19,43,44,45,59,71,73,86"
58542531,1683.01,CP,"19,43,44,70,71"
28900646,1685.01,CP,"19,59"
268334473,1691.01,CP,"19,20,25,26,40,47,52,53,59,60,73,79"
353475866,1693.01,CP,"19,43,44,45,72"
396740648,1694.01,CP,"19,20"
422756130,1695.01,CP,"18,19,24,25,52,58,59"
445805961,1710.01,CP,"19,20,26,40,53,59,60,73,79"
239154970,1714.01,KP,"20,44,45,46,47"
14336130,1716.01,CP,"20,47,60,73"
356473034,1720.01,KP,"20,47,60"
51234631,1721.01,KP,"20,47,60,74"
355636844,146.01,FP,"1,2,28"
220435095,147.01,FP,"13,27,28,29,30,32,33,34,35,36,37,38,39,62,63,64,65,67,68,69"
382302241,151.01,FP,1
403287048,152.01,FP,1
389525208,154.01,FP,"1,27"
220518305,156.01,FP,"1,3,28,29,30"
403136413,158.01,FP,1
253917293,160.01,FP,1
79395355,164.01,FP,1
350743714,165.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89"
309257814,171.02,FP,"10,28,31,35,36,37,38,61,62,63,64"
183979262,183.01,FP,"1,2,27,28"
300871545,184.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,61,62,63,65"
278866211,189.01,FP,"1,2,3,5,6,8,9,11,12,13,28,29,30,32,33,34,35,36,38,39,61,62,65,66,67,68,69,87,88,89,93,94"
260043723,217.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
260609205,219.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,61,62,63,64,65,66,67,68,69"
316937670,221.01,FP,"1,2"
144440290,222.01,FP,2
47484268,226.01,FP,2
9727392,236.01,FP,2
120585579,242.01,FP,2
350445771,258.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,61,62,63,64,65"
279740441,273.01,FP,3
281979481,274.01,FP,"3,10,11,12,13,33,37,38,39"
382188882,276.01,FP,"3,4,6,7,9,10,11,13,27,28,30,31,32,33,34,36,37,38,39,63,64,65"
277103955,284.01,FP,"1,3,4,5,6,7,8,10,11,13,27,28,30,31,32,33,34,35,37,38,62,63,65,66,67,68,69"
201233610,290.01,FP,"2,28,29"
49710555,291.01,FP,"2,29"
166697854,300.01,FP,2
262530873,304.01,FP,"2,3,29"
9102327,313.01,FP,2
66356824,315.01,FP,"2,3,29"
188593930,320.01,FP,2
175476629,321.01,FP,2
41865539,335.01,FP,2
55452495,336.01,FP,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66"
155986102,337.01,FP,2
69838258,339.01,FP,2
415969574,342.01,FP,2
382474101,349.01,FP,"2,29"
220016044,357.01,FP,"2,3,29,30"
13023738,360.01,FP,"2,29"
9033144,367.01,FP,"2,29,69"
77031413,368.01,FP,"2,29"
139285736,377.01,FP,2
220396259,379.01,FP,"2,29"
207084429,381.01,FP,"2,29"
229091748,382.01,FP,2
167418898,383.01,FP,"1,2,3,4,5,6,7,8,9,11,12,13,28,29,30,31,32,33,34,35,36,37,38,39"
300810086,385.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38,39,61,62,63,64,65,66,67,68"
92359850,387.01,FP,"4,31"
271900960,389.01,FP,4
250386181,390.01,FP,"4,30"
29960109,393.01,FP,4
219379012,397.01,FP,"4,5,6,31"
219388773,399.01,FP,"4,5,6"
259701242,401.01,FP,"3,4,5,6,13,30"
176984236,405.01,FP,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32"
176778112,408.01,FP,"4,31"
167754523,409.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32"
206466531,410.01,FP,"3,4,30"
7624182,412.01,FP,"4,5,31,32"
325680697,414.01,FP,"4,31"
49899799,416.01,FP,"4,31"
339733013,417.01,FP,"1,2,3,4,5,6,7,8,9,10,11"
279251651,419.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27"
408159788,420.01,FP,"5,32"
117979694,424.01,FP,"5,32"
169532369,425.01,FP,5
459942762,430.01,FP,5
38686737,432.01,FP,5
188989177,433.01,FP,5
143350972,440.01,FP,5
316916655,441.01,FP,5
176831592,463.01,FP,31
20178111,467.01,FP,"6,32"
172464366,478.01,FP,6
427348923,484.01,FP,"6,32"
427352241,485.01,FP,"6,32"
219164808,504.01,FP,"1,4,5,7,8,11,28,31,32,33,34,38"
274138511,506.01,FP,7
200593988,526.01,FP,6
311183180,550.01,FP,"5,31"
311183180,550.02,FP,5
59003115,556.01,FP,5
1133072,566.01,FP,8
37575651,568.01,FP,"8,35"
126733133,570.01,FP,"8,9,35,36,62,63,89,90"
386435344,575.01,FP,34
180987952,581.01,FP,"8,9,35,61,62,88,89"
287474726,582.01,FP,"8,34"
74482749,584.01,FP,"8,9,35,36,62,89"
131979339,586.01,FP,"7,8,34,35,61"
294090620,587.01,FP,"8,34,35,61"
412961700,589.01,FP,"8,34,61"
270841724,590.01,FP,8
146261607,591.01,FP,"7,8,34"
196286587,592.01,FP,"7,8,34,61"
128463355,593.01,FP,"7,8,34"
287329267,595.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29"
144956678,596.01,FP,"7,8,34"
146208651,597.01,FP,"8,9,35,36,62,63,89"
81429971,598.01,FP,"7,8,34,35,61"
145982812,599.01,FP,8
134396419,600.01,FP,"7,8,34,35,61"
145027461,604.01,FP,"7,8"
122262940,606.01,FP,"8,9,10,35,36,37,62"
153651591,607.01,FP,"7,8,34"
80275202,610.01,FP,"7,8,34,35,61"
154459165,611.01,FP,"7,8,34,61"
118021229,614.01,FP,8
141227133,617.01,FP,8
267527924,619.01,FP,"7,8,34,35,62"
101395259,623.01,FP,"8,9,35,62"
365781372,627.01,FP,6
97158538,631.01,FP,"7,33,34"
349790953,632.01,FP,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,32,33,34,35,36,37,38"
63303499,644.01,FP,"6,7,33,34"
157568289,645.01,FP,"6,7,33,34,87"
238197709,646.01,FP,"2,3,5,6,9,10,12,13,27,28,29,30,32"
78672342,648.01,FP,6
349373192,650.01,FP,"4,5,6"
33153766,653.01,FP,9
48476907,658.01,FP,"9,35,36,62,63"
54085154,662.01,FP,"9,36,63"
73723286,665.01,FP,"9,63"
147660201,670.01,FP,9
151959065,673.01,FP,"9,10,36,63"
308050066,679.01,FP,"9,35,62"
339636032,688.01,FP,"3,6,7,8,9,13,30,33,34,35,36,61"
445822015,689.01,FP,9
101497191,690.01,FP,9
156991337,691.01,FP,"6,7,33,61,87"
55383975,694.01,FP,"1,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,65"
219239945,701.01,FP,"3,4,5"
391821647,708.01,FP,"1,2,3,4,5,6"
309402106,710.01,FP,"1,5,8,9,10,11"
119081096,716.01,FP,8
275248683,717.01,FP,8
184952758,719.01,FP,"8,35,61,62"
131419878,720.01,FP,"7,8,34"
410245915,725.01,FP,"8,35,61"
174143743,726.01,FP,"7,8"
150271680,735.01,FP,9
373424049,742.01,FP,"9,10,35,36,62,63,89"
131081852,758.01,FP,"10,37,64"
304042899,775.01,FP,"10,37"
294780517,792.01,FP,"4,5,6,7,8,9,10,11,12,13"
300013921,793.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36"
143526444,803.01,FP,"7,8,34,61"
41227743,804.01,FP,"1,2,4,5,6,7,8,10,11,13,27,28,30,31,32,33,34,35,36,37,38,62,63,64,66,67,68,69"
255760319,814.01,FP,"2,5,6,7,8,12,29,32"
175180796,816.01,FP,"7,8"
30312676,817.01,FP,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30"
350332997,832.01,FP,"1,3,4,5,6,7,10,11,13,27,28,30,31,32,33,34,37,38"
461271719,838.01,FP,"11,37,64"
380886535,844.01,FP,"3,30,42,43"
32283946,845.01,FP,3
229141709,846.01,FP,3
42015200,848.01,FP,3
372913430,861.01,FP,"1,4,5,7,8,9,10,11,27,31"
271596418,868.01,FP,"1,2,3,4,5,6"
37084932,879.01,FP,6
237808867,881.01,FP,6
92013169,882.01,FP,"6,33,43,44,45,71,72"
167031605,884.01,FP,6
120269103,886.01,FP,"6,33"
438295981,888.01,FP,6
284288080,889.01,FP,"6,7,8,9"
33690636,891.01,FP,6
42755801,894.01,FP,"6,33"
250484865,895.01,FP,6
229384040,897.01,FP,"6,33"
124543547,898.01,FP,6
364107753,909.01,FP,"12,39,66"
153027658,914.01,FP,"3,4,30,31"
259389219,915.01,FP,"3,4,5,30,31,32"
348844154,916.01,FP,4
294869729,918.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31"
271722899,920.01,FP,4
278199349,922.01,FP,4
301051430,923.01,FP,"30,31"
300599466,925.01,FP,"1,2,3,4,5,6,7,8,9,11,12,13"
261258875,927.01,FP,"1,4,5,7,8,11,12,13,27,28"
300557619,928.01,FP,"1,4"
260476837,935.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30"
425163745,937.01,FP,5
434234955,944.01,FP,"5,32"
219205407,946.01,FP,"1,5,6,7,8,11,28,32,33,34"
189013222,949.01,FP,"5,32"
449050247,951.01,FP,"5,12"
449050248,953.01,FP,"5,12"
146467675,955.01,FP,"5,32"
146434840,956.01,FP,5
249067445,957.01,FP,"5,32"
279999655,959.01,FP,7
5109298,960.01,FP,"7,33"
265077027,961.01,FP,7
141776043,962.01,FP,7
179155220,964.01,FP,7
179159972,965.01,FP,7
445586472,967.01,FP,"7,8,9,10,34"
453209605,968.01,FP,7
177722855,971.01,FP,"7,33"
125894957,972.01,FP,7
409459226,973.01,FP,7
333821572,974.01,FP,"7,34,61"
133654092,975.01,FP,7
347098457,976.01,FP,"7,34"
268371979,977.01,FP,7
5772442,979.01,FP,7
93594834,980.01,FP,"7,34"
127476180,981.01,FP,"7,61,88"
177126182,982.01,FP,"7,33"
148659924,983.01,FP,"7,34,61"
33091633,984.01,FP,7
425220920,985.01,FP,7
320536216,986.01,FP,"7,34,44,45,46,61,71,72,88"
52548453,987.01,FP,"7,33,87"
113553629,988.01,FP,7
108835813,992.01,FP,7
93963408,994.01,FP,34
317951248,995.01,FP,7
142918609,996.01,FP,7
341729521,997.01,FP,"4,7,8,9,10,34"
54390047,998.01,FP,"7,34"
341186896,999.01,FP,"7,8,9,10,27,34,35,36,37,61"
50365310,1000.01,FP,34
124709665,1002.01,FP,"7,33"
106997505,1003.01,FP,7
238597883,1004.01,FP,"7,9,34,61"
169904935,1005.01,FP,"7,34,61"
156115721,1006.01,FP,"7,8,34"
440801822,1008.01,FP,"7,33,44,45,46,71"
139853601,1010.01,FP,"7,34"
97700520,1013.01,FP,"7,34"
96246348,1014.01,FP,"6,7,33,34,61"
155044736,1015.01,FP,"7,8,34,61"
175310067,1016.01,FP,34
182943944,1017.01,FP,8
291555748,1018.01,FP,"7,8,9"
140706664,1020.01,FP,8
143994283,1021.01,FP,8
238374636,1023.01,FP,"7,8,9,34,35,36"
141482386,1024.01,FP,"1,2,4,5,6,7,8,9,10,11,12,27,28,29"
297967252,1025.01,FP,"9,10,35,36,62,63,89"
388624270,1026.01,FP,"8,9,34,35,36,61,62,63,88,89"
447283466,1028.01,FP,"9,10"
374908020,1029.01,FP,"2,9"
464296022,1030.01,FP,"9,10,36,37,63,64"
304021498,1031.01,FP,"9,10,11,36"
149601557,1033.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,30,31,32,33,34,35,36,37,38,61,62,64,65,67,68,69,87,88"
400595342,1034.01,FP,"8,9,35,36,62,63,89,90"
363260203,1037.01,FP,"9,11,36,37"
90544017,1038.01,FP,"8,9,35"
310483807,1040.01,FP,"8,9,10,35,36,37,62,63,64,89"
385624852,1041.01,FP,"9,10,35,36"
360286627,1042.01,FP,"9,10,36,37,62"
90448944,1043.01,FP,"8,9,35,36,61"
54044474,1045.01,FP,"9,36"
309787037,1046.01,FP,"8,9,10,35,36,37,61,62,63,64,68"
370745311,1047.01,FP,"9,10,11"
384549882,1048.01,FP,"8,9,10"
112395568,1053.01,FP,13
253990973,1061.01,FP,13
140830390,1072.01,FP,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,33"
426077080,1087.01,FP,12
129319156,1089.01,FP,12
361034196,1090.01,FP,12
387079085,1092.01,FP,"11,12"
382331352,1093.01,FP,"11,12"
375225453,1096.01,FP,"10,11,12,37"
318608749,1100.01,FP,"1,13,27,39,66,67"
271581073,1101.01,FP,"13,27"
311890977,1102.01,FP,13
451599528,1104.01,FP,"12,13,27,39,66,67"
295599256,1108.01,FP,13
50309953,1109.01,FP,"1,13,27,28"
446549905,1110.01,FP,"13,27,67"
412014494,1111.01,FP,"13,27,67"
369864738,1112.01,FP,"12,13"
290348382,1113.01,FP,"13,27,67"
90919952,1118.01,FP,13
143257766,1120.01,FP,"13,27"
24094603,1121.01,FP,13
304774444,1122.01,FP,"13,66"
405862830,1126.01,FP,"13,66"
269450900,1127.01,FP,13
425721385,1128.01,FP,13
91576611,1129.01,FP,13
267489265,1132.01,FP,"14,15,16,54,55,56,74"
69997672,1133.01,FP,14
122220263,1134.01,FP,"14,40,41,54,74"
110428269,1138.01,FP,14
320525204,1140.01,FP,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,57,58,59,60,73,74,75,76,77,78,80,81,82,83,84,85,86"
159510109,1141.01,FP,"14,15,18,19,21,25,26,40,41,73"
284450803,1142.01,FP,"14,15,16,20,23,26,40,41,47,50,53,54,56,57,59,60,73,74"
160268701,1143.01,FP,"14,20,21,40,41,47,53,60,74"
350995812,1145.01,FP,14
21755546,1146.01,FP,"14,40,41"
288391628,1147.01,FP,"14,18,19,20,21,25,40,41,47,52,53,59,60,73,74"
161450762,1155.01,FP,14
117256577,1156.01,FP,"14,41"
147576037,1157.01,FP,"14,20,21,40,41,47"
379931600,1158.01,FP,"14,40,41"
48188920,1159.01,FP,14
89510024,1160.01,FP,"14,41,55"
16102323,1164.01,FP,"14,15,41,55"
138361973,1166.01,FP,"14,40,41,54,55,74,75,81,82"
232967666,1167.01,FP,19
41330864,1168.01,FP,"14,15,41,54,55,75"
294176967,1170.01,FP,"14,15,16,41,54,55,56,75,76,81,82"
101929303,1171.01,FP,"14,54,55,74,75,81,82"
1717732429,1172.01,FP,"14,15,16,19,22,23,25,26,40,41,49,52,53,54,55,56,57,58,59,60,73,74,75,76,79,80,81,82,83,84,85"
30329585,1175.01,FP,"14,40,41,74"
169177766,1177.01,FP,"14,15,54,55,74,75,81,82"
359496368,1178.01,FP,"14,15,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,75,76,78,79,80,81,82,83,84,85"
341544930,1182.01,FP,"14,15,21,22,41,48,49,75,76"
258777137,1183.01,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,82,83,84,85,86"
83210867,1185.01,FP,"14,41,54,55,74,75,81"
289539327,1186.01,FP,"14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,57,58,60,73,74,75,76,77,78,79,81,82,83,84,85,86"
15247229,1188.01,FP,14
237185205,1191.01,FP,"14,26,40,41"
89643259,1193.01,FP,"14,41,54,55,74"
24364065,1195.01,FP,14
288185138,1200.01,FP,"14,19,21,26,40,41,47,48,52,53,59,60,73,74,75"
327017634,1202.01,FP,"11,12"
308034948,1206.01,FP,"10,11"
33878688,1210.01,FP,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32"
399144800,1213.01,FP,"10,11,37,38,64,65"
382437043,1223.01,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,63,64,65"
233684822,1253.01,FP,"14,15,16,17,18,19,21,22,23,24,25,26,40,41,48,49,51,52,53,54,55,56,57,58,59,60,74,75,76,78,79,80,81,82,83,84,85,86"
237200747,1270.01,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,51"
267561446,1284.01,FP,"15,16"
274662200,1285.01,FP,"15,16"
408203470,1289.01,FP,15
199688472,1292.01,FP,"14,15,16,17,18,19,20,21,22,23,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74"
229536616,1297.01,FP,15
258777134,1299.01,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47"
185405474,1303.01,FP,"14,15"
186000935,1304.01,FP,"14,15,41,54,56,75,81,82"
232679662,1305.01,FP,"14,15,16,19,22,23,25,26,40,41,49,52,53,54,55,56,57,58,59,60,73,74,75,76,79,80,81,82,83,84,85,86"
233735068,1306.01,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56"
277014266,1308.01,FP,"14,15,16,41"
287190564,1309.01,FP,15
294179389,1310.01,FP,"14,15,16"
405904232,1312.01,FP,"14,15,16,41,54,55,56,75,76,81,82"
11111899,1313.01,FP,"14,15,41,54,55,75,81,82"
136848581,1314.01,FP,"15,16,55,56,75"
137284119,1315.01,FP,"15,16,55"
15565627,1316.01,FP,"14,15"
165523947,1317.01,FP,15
167098530,1319.01,FP,"15,55"
195199644,1321.01,FP,15
256886630,1323.01,FP,"15,16"
266688542,1324.01,FP,"15,16,56,76"
274942910,1325.01,FP,"15,16,56,76"
275111900,1326.01,FP,"15,16,55,56"
330332501,1328.01,FP,"15,16,55"
345996087,1329.01,FP,15
357457104,1330.01,FP,"15,16,55,56"
387664866,1331.01,FP,15
387664868,1332.01,FP,15
42123111,1334.01,FP,"14,15"
89759617,1335.01,FP,"14,15,41,54,55"
92783821,1336.01,FP,"14,15,41"
233681149,1340.01,FP,"14,15,16,17,18"
233390838,1341.01,FP,"14,15,16,17,41,55,57"
256621916,1342.01,FP,"14,15,16,24,41,54,55,57,74"
358631536,1343.01,FP,"15,16,55,56,75,76,82"
1400770435,1344.01,FP,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,57,58,59,60,73,74,75,76,77,78,80,81,82,83,84,85,86"
229770036,1348.01,FP,16
279177746,1353.01,FP,"15,16,55,56,75,76,82"
365683032,1354.01,FP,"15,16,56,75,76,82"
357972447,1357.01,FP,"15,16,55,56,75,76"
275501623,1358.01,FP,"16,17,24"
416624606,1359.01,FP,"15,16,41,55"
330468175,1360.01,FP,"15,16"
230017325,1363.01,FP,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,13368,56"
367099243,1365.01,FP,"16,17,18,19,24,25,52,57,58,59,73,77"
120602501,1366.01,FP,"16,56"
129539786,1367.01,FP,"16,56"
136971594,1368.01,FP,"15,16"
155005217,1369.01,FP,"16,56,57"
155114483,1370.01,FP,"16,17,57"
164150539,1372.01,FP,"16,56"
190430205,1374.01,FP,"15,16"
190442486,1375.01,FP,"15,16,56"
190743990,1376.01,FP,"15,16,56,76,83"
240613164,1377.01,FP,16
249812036,1378.01,FP,"16,17,56,57,76,77,83"
274170255,1380.01,FP,"15,16"
313506357,1383.01,FP,"16,17,57"
328167090,1384.01,FP,"16,17,56,57"
329864959,1385.01,FP,"16,17"
343442463,1387.01,FP,16
365389353,1390.01,FP,"15,16,56,57,76,77,83"
389182138,1391.01,FP,"16,17,57,77,84"
416987878,1392.01,FP,"15,16"
430528566,1393.01,FP,"16,17,56,57,76"
431156009,1394.01,FP,"16,17,57,76"
468472950,1395.01,FP,"15,16"
468845640,1396.01,FP,"16,17"
64553698,1397.01,FP,"16,17,24,57"
66783360,1399.01,FP,"16,17,57"
258801269,1400.01,FP,"14,15,16,17,18,19"
259126549,1401.01,FP,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49"
259129875,1402.01,FP,"14,15,16,17,18,19"
328750515,1403.01,FP,"16,17,56"
387834907,1405.01,FP,"16,17"
329277372,1421.01,FP,"16,17,56,57"
346418409,1423.01,FP,16
418959198,1424.01,FP,"16,56"
128501004,1426.01,FP,16
2041563029,1427.01,FP,16
377304435,1428.01,FP,"14,15,16,19"
138968089,1429.01,FP,15
17005768,1460.01,FP,"17,57"
421308357,1479.01,FP,"14,15,16,17,19,20,22,23,24,26,40,41,47,49,50,53,54,55,56,57,58,59,60,73,74"
335483600,1480.01,FP,"16,17,57,58"
197650870,1481.01,FP,"16,17,56,57,76,77"
452803785,1483.01,FP,"16,17,56"
67309890,1484.01,FP,"16,17,57,77"
233541860,1486.01,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48"
354594208,1492.01,FP,17
431148743,1495.01,FP,"16,17,56,57"
384045439,1496.01,FP,"16,17"
371673488,1497.01,FP,"17,24,57,77"
316402246,1498.01,FP,"15,16,17,56,57"
414870287,1499.01,FP,"16,17"
377420580,1500.01,FP,"17,24,57,77"
329145325,1501.01,FP,"16,17,24,56,57"
410528770,1502.01,FP,"16,17,24,56"
428065977,1503.01,FP,"16,17,57"
326114850,1504.01,FP,"16,17,56,57,76"
331034236,1505.01,FP,"16,17,56,57"
64836837,1506.01,FP,"16,17,57,77"
430677414,1507.01,FP,"16,17"
415741431,1508.01,FP,"16,17,24,57"
272828463,1509.01,FP,"17,18,24,57,58,77"
377739433,1510.01,FP,"17,18"
376682699,1511.01,FP,"17,18,24,25,57,58,77"
434718964,1512.01,FP,"17,18,57,58"
269509393,1513.01,FP,17
270238522,1514.01,FP,"17,18"
470709084,1515.01,FP,"17,18,24"
455962313,1517.01,FP,"17,18,24,57,58,77"
272049972,1519.01,FP,"17,18,24,57"
269238073,1520.01,FP,"17,18,24,57"
366074069,1521.01,FP,"17,18,24,25,58"
367102581,1522.01,FP,"17,18,19,20,24,25,26,52"
387413037,1523.01,FP,"16,17,18,19"
314338017,1524.01,FP,"15,16,17,56"
276380902,1525.01,FP,"15,16,17,41,55,56,57,75,77"
313761775,1526.01,FP,"15,17,56,76,77"
312259170,1529.01,FP,"17,18"
312469860,1530.01,FP,"17,18"
354600221,1534.01,FP,"17,18"
420288086,1535.01,FP,"17,18,24,58"
445137888,1536.01,FP,"17,18,58"
252636888,1539.01,FP,"16,17,57"
318746829,1540.01,FP,"17,24,57,77"
319068154,1541.01,FP,"17,24,57,77"
431585347,1543.01,FP,17
127425841,1545.01,FP,"17,57"
409520860,1547.01,FP,17
191146556,1549.01,FP,"17,57"
241065596,1550.01,FP,"17,18,58"
326919774,1552.01,FP,"17,18"
441732151,1555.01,FP,"15,16,17,18,19"
405794804,1556.01,FP,"16,17,18,24,56,57"
320506985,1557.01,FP,"17,18"
117322779,1558.01,FP,18
245462406,1561.01,FP,18
249862365,1562.01,FP,18
256414077,1566.01,FP,18
259151170,1567.01,FP,18
284050395,1568.01,FP,"17,18"
285666479,1569.01,FP,18
285674856,1570.01,FP,18
285677945,1571.01,FP,18
292321872,1572.01,FP,18
307111282,1574.01,FP,"17,18"
316254876,1575.01,FP,"18,19,59"
327011842,1576.01,FP,"17,18,58"
332154944,1577.01,FP,18
348135793,1578.01,FP,18
354400186,1579.01,FP,18
370759867,1581.01,FP,18
374400599,1582.01,FP,"18,25,52,58,85"
403256331,1583.01,FP,"17,18"
418987806,1584.01,FP,"18,24,58,78,85"
444415148,1585.01,FP,"17,18"
458914949,1587.01,FP,"18,19,58,59"
52041724,1589.01,FP,"18,24,25,78"
71854745,1590.01,FP,18
82010657,1591.01,FP,"18,19"
186599508,1592.01,FP,18
192372961,1593.01,FP,18
201154493,1594.01,FP,18
